customer_id,customer_name,age,gender,city,state,account_type,join_date,balance,age_group
C00290,Manikya Tandon,41,Male,Bangalore,Karnataka,Savings,2022-04-05,91568,41-50
C00291,Vritika Sheth,60,Male,Coimbatore,Tamil Nadu,Savings,2022-03-03,152660,51-60
C00292,Rhea Deshpande,48,Female,Hyderabad,Telangana,Current,2021-06-23,227151,41-50
C00293,Misha Khatri,34,Male,Bangalore,Karnataka,Current,2024-06-25,235398,31-40
C00294,Kimaya Malhotra,39,Female,Chennai,Tamil Nadu,Current,2022-12-02,33811,31-40
C00295,Hansh Bhatia,46,Male,Coimbatore,Tamil Nadu,Savings,2024-07-15,117176,41-50
C00296,Divij Sagar,34,Male,Bangalore,Karnataka,Current,2025-12-11,161753,31-40
C00297,Kashvi Bala,28,Male,Bangalore,Karnataka,Current,2022-04-19,401650,21-30
C00298,Elakshi Kalita,32,Male,Hyderabad,Telangana,Current,2022-03-27,289226,31-40
C00299,Chirag Manda,35,Female,Pune,Maharashtra,Savings,2026-03-19,218179,31-40
C00300,Vidur Kamdar,23,Female,Kochi,Kerala,Savings,2023-05-05,251043,21-30
C00301,Manikya Bhasin,41,Female,Chennai,Tamil Nadu,Current,2023-08-28,381981,41-50
C00302,Uthkarsh Sabharwal,47,Female,Pune,Maharashtra,Savings,2026-02-16,222353,41-50
C00303,Nishith Chanda,41,Male,Chennai,Tamil Nadu,Current,2021-10-24,446221,41-50
C00304,Zeeshan Tara,44,Male,Pune,Maharashtra,Current,2025-04-27,452753,41-50
C00305,Ranbir Sood,36,Female,Chennai,Tamil Nadu,Current,2024-11-04,284707,31-40
C00306,Kartik Sarkar,46,Female,Chennai,Tamil Nadu,Current,2023-01-05,126167,41-50
C00307,Sumer Bhatnagar,31,Male,Bangalore,Karnataka,Savings,2026-01-01,288189,31-40
C00308,Kavya Kumer,33,Female,Mumbai,Maharashtra,Current,2022-01-10,391356,31-40
C00309,Jivin Vyas,30,Male,Kochi,Kerala,Savings,2024-02-17,86778,21-30
C00310,Arnav Ahluwalia,33,Male,Bangalore,Karnataka,Savings,2023-12-03,408571,31-40
C00311,Nakul Lanka,25,Male,Kochi,Kerala,Current,2024-08-27,253245,21-30
C00312,Amira Mallick,57,Female,Kochi,Kerala,Current,2022-06-26,463114,51-60
C00313,Parinaaz Chada,41,Male,Pune,Maharashtra,Current,2024-12-29,45801,41-50
C00314,Misha Baria,49,Female,Hyderabad,Telangana,Current,2022-04-29,320074,41-50
C00315,Uthkarsh Sengupta,43,Male,Chennai,Tamil Nadu,Current,2023-05-06,252086,41-50
C00316,Sumer Baria,23,Male,Hyderabad,Telangana,Current,2021-07-11,446048,21-30
C00317,Oorja Loke,25,Male,Bangalore,Karnataka,Current,2025-07-13,252594,21-30
C00318,Adah Sood,56,Male,Mumbai,Maharashtra,Current,2021-07-21,486603,51-60
C00319,Reyansh Chawla,57,Male,Kochi,Kerala,Current,2025-09-13,327197,51-60
C00320,Badal Madan,53,Male,Hyderabad,Telangana,Savings,2022-08-24,246203,51-60
C00321,Rhea Raman,42,Male,Chennai,Tamil Nadu,Savings,2022-11-25,30521,41-50
C00322,Farhan Tella,49,Female,Coimbatore,Tamil Nadu,Savings,2023-11-30,200787,41-50
C00323,Tiya Krishnamurthy,39,Female,Bangalore,Karnataka,Current,2021-10-25,416042,31-40
C00324,Rati Kadakia,59,Male,Bangalore,Karnataka,Current,2023-05-19,44556,51-60
C00325,Baiju Vyas,27,Female,Bangalore,Karnataka,Current,2023-05-18,142118,21-30
C00326,Abram Chad,59,Male,Pune,Maharashtra,Current,2023-01-15,52730,51-60
C00327,Anahita Gera,30,Female,Mumbai,Maharashtra,Current,2026-03-14,353961,21-30
C00328,Miraya Tak,46,Male,Pune,Maharashtra,Savings,2025-09-12,172310,41-50
C00329,Kanav Chad,45,Female,Mumbai,Maharashtra,Savings,2026-03-19,361333,41-50
C00330,Mannat Kanda,54,Male,Pune,Maharashtra,Current,2021-11-26,276594,51-60
C00331,Prerak Dara,22,Female,Bangalore,Karnataka,Current,2022-05-07,104509,21-30
C00332,Taimur Chahal,42,Female,Coimbatore,Tamil Nadu,Savings,2025-12-14,128773,41-50
C00333,Jhanvi Arya,30,Male,Coimbatore,Tamil Nadu,Current,2021-08-05,452723,21-30
C00334,Madhav Gulati,27,Male,Kochi,Kerala,Current,2021-11-14,469482,21-30
C00335,Lakshit Goda,60,Male,Kochi,Kerala,Current,2025-08-11,90872,51-60
C00336,Jivika Biswas,32,Male,Coimbatore,Tamil Nadu,Current,2024-03-13,32907,31-40
C00337,Indranil Chaudhari,44,Male,Hyderabad,Telangana,Current,2026-01-12,330127,41-50
C00338,Tara Sheth,49,Male,Bangalore,Karnataka,Savings,2025-05-17,172250,41-50
C00339,Faiyaz Wadhwa,51,Male,Kochi,Kerala,Current,2026-03-14,365628,51-60
C00340,Shray Thakkar,49,Female,Mumbai,Maharashtra,Current,2023-06-29,417961,41-50
C00341,Drishya Vyas,53,Female,Hyderabad,Telangana,Savings,2024-09-12,438286,51-60
C00342,Kiara Basak,59,Male,Coimbatore,Tamil Nadu,Current,2025-07-20,37357,51-60
C00343,Ojas Verma,51,Female,Pune,Maharashtra,Savings,2025-06-13,382978,51-60
C00344,Ehsaan D’Alia,54,Male,Kochi,Kerala,Current,2022-11-02,53974,51-60
C00345,Vihaan Tak,31,Female,Kochi,Kerala,Current,2026-01-21,484641,31-40
C00346,Advika Saha,30,Female,Mumbai,Maharashtra,Savings,2024-10-07,487366,21-30
C00347,Emir Dhingra,49,Female,Coimbatore,Tamil Nadu,Savings,2024-06-22,227525,41-50
C00348,Ivana Chopra,46,Female,Chennai,Tamil Nadu,Savings,2025-10-03,212462,41-50
C00349,Alia Bhalla,44,Male,Chennai,Tamil Nadu,Savings,2024-01-28,177082,41-50
C00350,Mamooty Zacharia,42,Male,Chennai,Tamil Nadu,Savings,2021-09-02,30081,41-50
C00351,Neelofar Halder,51,Male,Bangalore,Karnataka,Current,2026-02-18,245196,51-60
C00352,Indrans Talwar,21,Male,Mumbai,Maharashtra,Savings,2023-04-09,144177,21-30
C00353,Darshit Wadhwa,30,Female,Coimbatore,Tamil Nadu,Savings,2024-11-01,416937,21-30
C00354,Navya Mann,36,Female,Bangalore,Karnataka,Savings,2023-12-01,35034,31-40
C00355,Ivan Bose,47,Female,Coimbatore,Tamil Nadu,Savings,2024-10-29,68121,41-50
C00356,Krish Raja,52,Male,Kochi,Kerala,Savings,2025-12-29,386724,51-60
C00357,Nirvaan Ramaswamy,39,Female,Coimbatore,Tamil Nadu,Savings,2023-08-03,332337,31-40
C00358,Kismat Kurian,36,Female,Bangalore,Karnataka,Savings,2025-04-18,358321,31-40
C00359,Emir Sule,26,Female,Pune,Maharashtra,Savings,2022-10-05,285806,21-30
C00360,Hansh Arya,53,Male,Mumbai,Maharashtra,Current,2023-09-12,467877,51-60
C00361,Biju Raval,23,Female,Hyderabad,Telangana,Current,2024-07-19,142985,21-30
C00362,Trisha Gandhi,22,Female,Pune,Maharashtra,Savings,2024-08-10,190775,21-30
C00363,Mamooty Jaggi,27,Female,Coimbatore,Tamil Nadu,Savings,2023-11-02,33244,21-30
C00364,Advik Seth,55,Female,Bangalore,Karnataka,Savings,2023-11-23,445360,51-60
C00365,Rhea Iyer,50,Female,Kochi,Kerala,Savings,2022-11-23,435458,41-50
C00366,Jivika Hayer,25,Female,Coimbatore,Tamil Nadu,Savings,2025-03-05,163848,21-30
C00367,Lagan Sampath,23,Male,Coimbatore,Tamil Nadu,Savings,2022-09-25,175463,21-30
C00368,Navya Deep,53,Female,Bangalore,Karnataka,Current,2026-02-19,142809,51-60
C00369,Ryan Varkey,33,Female,Chennai,Tamil Nadu,Current,2022-02-24,462008,31-40
C00370,Yuvaan Dua,24,Female,Kochi,Kerala,Current,2024-12-08,75260,21-30
C00371,Emir Chaudhary,44,Female,Kochi,Kerala,Current,2024-01-02,399707,41-50
C00372,Tushar Verma,45,Female,Hyderabad,Telangana,Savings,2025-10-19,270153,41-50
C00373,Armaan Lad,52,Female,Pune,Maharashtra,Current,2022-03-11,430032,51-60
C00374,Romil Virk,48,Male,Chennai,Tamil Nadu,Current,2024-04-12,325859,41-50
C00375,Zeeshan Sagar,32,Female,Kochi,Kerala,Current,2025-12-22,63790,31-40
C00376,Myra Gopal,41,Female,Chennai,Tamil Nadu,Current,2023-07-05,243788,41-50
C00377,Manjari Edwin,48,Male,Mumbai,Maharashtra,Current,2022-08-05,194311,41-50
C00378,Rasha Wadhwa,23,Female,Hyderabad,Telangana,Current,2022-10-17,153946,21-30
C00379,Nishith Kumer,24,Male,Pune,Maharashtra,Current,2025-09-27,200479,21-30
C00380,Ahana  Rajan,31,Male,Mumbai,Maharashtra,Savings,2022-09-11,454947,31-40
C00381,Anay Krish,49,Male,Mumbai,Maharashtra,Savings,2022-12-02,45249,41-50
C00382,Umang Grover,44,Female,Coimbatore,Tamil Nadu,Current,2025-11-22,307399,41-50
C00383,Dharmajan Subramanian,59,Male,Chennai,Tamil Nadu,Current,2022-12-25,204492,51-60
C00384,Kimaya Bansal,49,Male,Bangalore,Karnataka,Savings,2021-09-23,287589,41-50
C00385,Rasha Samra,46,Female,Bangalore,Karnataka,Current,2022-04-02,140868,41-50
C00386,Diya Chada,22,Male,Chennai,Tamil Nadu,Current,2025-07-03,281447,21-30
C00387,Anika Thaker,56,Male,Hyderabad,Telangana,Current,2022-04-14,416304,51-60
C00388,Sana Venkatesh,49,Male,Bangalore,Karnataka,Current,2021-05-22,373845,41-50
C00389,Azad Chowdhury,33,Male,Hyderabad,Telangana,Savings,2022-11-11,457126,31-40
C00390,Kashvi Sawhney,49,Male,Chennai,Tamil Nadu,Current,2024-10-22,56027,41-50
C00391,Ivana Goswami,41,Female,Kochi,Kerala,Savings,2021-12-15,298356,41-50
C00392,Samar Trivedi,39,Female,Mumbai,Maharashtra,Savings,2024-05-01,383192,31-40
C00393,Manikya Lata,32,Female,Pune,Maharashtra,Savings,2021-12-18,73628,31-40
C00394,Raghav Dada,29,Male,Coimbatore,Tamil Nadu,Current,2023-09-03,23780,21-30
C00395,Aarush Comar,56,Female,Bangalore,Karnataka,Current,2023-10-17,431350,51-60
C00396,Lakshay Bhavsar,29,Male,Mumbai,Maharashtra,Savings,2024-08-22,172157,21-30
C00397,Ryan Banerjee,51,Female,Hyderabad,Telangana,Current,2022-07-25,441666,51-60
C00398,Saksham Lata,25,Male,Mumbai,Maharashtra,Current,2023-03-18,346770,21-30
C00399,Suhana Batta,49,Female,Chennai,Tamil Nadu,Current,2026-02-04,77284,41-50
C00400,Mamooty Toor,56,Male,Kochi,Kerala,Savings,2025-05-09,236816,51-60
C00401,Ira Zachariah,24,Male,Mumbai,Maharashtra,Savings,2024-06-05,169448,21-30
C00402,Tushar Atwal,31,Female,Coimbatore,Tamil Nadu,Savings,2022-09-27,191415,31-40
C00403,Shray Handa,39,Male,Mumbai,Maharashtra,Current,2022-11-02,112918,31-40
C00404,Elakshi Dayal,56,Female,Pune,Maharashtra,Savings,2023-10-21,337691,51-60
C00405,Vardaniya Kale,60,Male,Bangalore,Karnataka,Savings,2023-07-07,320278,51-60
C00406,Kiaan Bhakta,30,Male,Mumbai,Maharashtra,Current,2025-06-14,451728,21-30
C00407,Yuvraj  Lal,23,Male,Mumbai,Maharashtra,Savings,2023-04-14,33835,21-30
C00408,Kartik Deep,57,Female,Pune,Maharashtra,Savings,2026-03-26,412107,51-60
C00409,Yuvraj  Mani,47,Male,Mumbai,Maharashtra,Current,2026-04-10,476090,41-50
C00410,Indrans Gera,55,Female,Pune,Maharashtra,Current,2025-08-24,263202,51-60
C00411,Ranbir Dayal,46,Female,Coimbatore,Tamil Nadu,Current,2023-09-02,48258,41-50
C00412,Romil Wable,24,Male,Pune,Maharashtra,Current,2022-08-25,227905,21-30
C00413,Sara Bakshi,50,Male,Hyderabad,Telangana,Current,2023-05-01,328064,41-50
C00414,Mishti Chaudhuri,41,Female,Coimbatore,Tamil Nadu,Current,2021-09-13,219042,41-50
C00415,Dhanuk Sagar,44,Male,Coimbatore,Tamil Nadu,Current,2026-04-30,136740,41-50
C00416,Bhavin Virk,28,Female,Hyderabad,Telangana,Current,2025-10-30,139980,21-30
C00417,Vaibhav Ravel,27,Male,Coimbatore,Tamil Nadu,Current,2025-07-23,211405,21-30
C00418,Lakshit Chahal,60,Female,Kochi,Kerala,Savings,2023-12-01,463670,51-60
C00419,Tara Bhakta,41,Female,Coimbatore,Tamil Nadu,Savings,2023-07-23,410095,41-50
C00420,Vanya Bawa,52,Female,Coimbatore,Tamil Nadu,Current,2022-10-03,470888,51-60
C00421,Krish Wadhwa,52,Male,Bangalore,Karnataka,Savings,2024-07-08,216172,51-60
C00422,Vivaan Sood,50,Male,Mumbai,Maharashtra,Savings,2021-07-28,315840,41-50
C00423,Akarsh Yohannan,24,Male,Bangalore,Karnataka,Current,2024-09-20,269467,21-30
C00424,Reyansh Chauhan,51,Female,Mumbai,Maharashtra,Savings,2022-05-19,454162,51-60
C00425,Anvi Das,48,Male,Chennai,Tamil Nadu,Current,2022-10-21,391423,41-50
C00426,Drishya Bassi,46,Female,Bangalore,Karnataka,Savings,2024-04-01,220020,41-50
C00427,Badal Kothari,57,Male,Chennai,Tamil Nadu,Current,2025-07-21,300048,51-60
C00428,Suhana Sahni,25,Female,Bangalore,Karnataka,Current,2026-01-26,410767,21-30
C00429,Adira Ramakrishnan,38,Male,Mumbai,Maharashtra,Savings,2022-04-08,60688,31-40
C00430,Dishani Tandon,44,Female,Hyderabad,Telangana,Current,2021-11-22,405819,41-50
C00431,Lagan Ravi,33,Female,Coimbatore,Tamil Nadu,Savings,2024-08-07,33752,31-40
C00432,Mamooty Gade,29,Female,Chennai,Tamil Nadu,Current,2021-07-29,282279,21-30
C00433,Tejas Dube,30,Male,Hyderabad,Telangana,Current,2023-02-02,498305,21-30
C00434,Azad Guha,41,Male,Mumbai,Maharashtra,Current,2022-03-24,333223,41-50
C00435,Nitara Yadav,40,Female,Pune,Maharashtra,Current,2023-09-15,381583,31-40
C00436,Navya Sastry,40,Female,Mumbai,Maharashtra,Savings,2022-04-15,203125,31-40
C00437,Vihaan Choudhury,28,Female,Bangalore,Karnataka,Current,2024-02-11,427728,21-30
C00438,Ishita Kumar,22,Female,Pune,Maharashtra,Current,2024-02-18,353718,21-30
C00439,Gatik Bhatia,58,Male,Kochi,Kerala,Savings,2024-12-09,315934,51-60
C00440,Anika Sama,31,Female,Hyderabad,Telangana,Savings,2022-03-18,440787,31-40
C00441,Divyansh Chahal,36,Male,Pune,Maharashtra,Savings,2025-12-04,110025,31-40
C00442,Vedika Sathe,49,Female,Chennai,Tamil Nadu,Current,2024-04-19,89393,41-50
C00443,Rhea Bumb,34,Female,Hyderabad,Telangana,Current,2023-03-25,467607,31-40
C00444,Vivaan Sarin,24,Male,Kochi,Kerala,Savings,2024-02-09,304066,21-30
C00445,Riaan Chauhan,51,Female,Bangalore,Karnataka,Current,2025-10-17,100797,51-60
C00446,Diya Ratti,55,Female,Hyderabad,Telangana,Current,2022-01-13,364349,51-60
C00447,Miraya Srinivasan,37,Female,Kochi,Kerala,Savings,2025-03-12,139247,31-40
C00448,Aarna Swaminathan,56,Female,Bangalore,Karnataka,Savings,2021-11-11,166035,51-60
C00449,Trisha Madan,39,Male,Kochi,Kerala,Current,2025-04-28,176220,31-40
C00450,Kimaya Sami,43,Female,Hyderabad,Telangana,Current,2024-03-08,73897,41-50
C00451,Aniruddh Sundaram,55,Female,Mumbai,Maharashtra,Current,2025-02-14,439065,51-60
C00452,Prerak Raju,30,Female,Bangalore,Karnataka,Savings,2025-10-18,160801,21-30
C00453,Myra Ghose,26,Female,Pune,Maharashtra,Current,2023-02-14,353918,21-30
C00454,Pari Keer,51,Male,Bangalore,Karnataka,Savings,2024-02-26,444085,51-60
C00455,Keya Anand,38,Female,Mumbai,Maharashtra,Savings,2025-09-05,67266,31-40
C00456,Anahi Dugar,58,Male,Mumbai,Maharashtra,Savings,2022-04-04,36615,51-60
C00457,Jayesh Borra,54,Male,Pune,Maharashtra,Savings,2024-10-09,37520,51-60
C00458,Onkar Jhaveri,47,Female,Chennai,Tamil Nadu,Current,2025-05-23,62714,41-50
C00459,Veer Kala,29,Male,Pune,Maharashtra,Savings,2026-01-10,223336,21-30
C00460,Urvi Wagle,51,Female,Pune,Maharashtra,Savings,2024-02-05,406315,51-60
C00461,Hansh Gole,41,Female,Bangalore,Karnataka,Savings,2021-08-25,486020,41-50
C00462,Uthkarsh Dasgupta,26,Male,Kochi,Kerala,Savings,2026-03-10,488795,21-30
C00463,Tara Kuruvilla,47,Male,Coimbatore,Tamil Nadu,Savings,2025-12-26,448411,41-50
C00464,Rhea Tak,52,Male,Hyderabad,Telangana,Current,2022-09-28,469665,51-60
C00465,Gokul Chaudhari,21,Female,Chennai,Tamil Nadu,Savings,2023-08-17,496777,21-30
C00466,Priyansh Das,39,Female,Bangalore,Karnataka,Current,2023-06-06,476228,31-40
C00467,Aaryahi Master,53,Female,Coimbatore,Tamil Nadu,Current,2024-02-26,111088,51-60
C00468,Aarna Chanda,28,Female,Kochi,Kerala,Savings,2022-12-01,393317,21-30
C00469,Misha Datta,37,Male,Hyderabad,Telangana,Savings,2026-02-04,396199,31-40
C00470,Yashvi Dugar,39,Male,Bangalore,Karnataka,Savings,2022-01-19,330316,31-40
C00471,Ojas Chad,46,Female,Kochi,Kerala,Current,2025-09-27,55475,41-50
C00472,Nitya Handa,27,Male,Hyderabad,Telangana,Savings,2022-09-19,260323,21-30
C00473,Indranil Sahni,36,Male,Bangalore,Karnataka,Current,2024-04-28,211103,31-40
C00474,Bhavin Khosla,49,Female,Coimbatore,Tamil Nadu,Current,2024-09-04,168306,41-50
C00475,Bhavin Garg,57,Male,Mumbai,Maharashtra,Current,2025-12-29,352718,51-60
C00476,Mamooty Bhatnagar,36,Male,Bangalore,Karnataka,Savings,2026-02-05,254001,31-40
C00477,Navya Ramakrishnan,31,Female,Bangalore,Karnataka,Current,2024-01-26,371910,31-40
C00478,Zeeshan Kibe,39,Female,Chennai,Tamil Nadu,Savings,2021-05-16,124886,31-40
C00479,Tanya Bali,51,Male,Coimbatore,Tamil Nadu,Current,2024-03-28,402028,51-60
C00480,Bhamini Ahuja,44,Female,Mumbai,Maharashtra,Current,2025-08-07,407069,41-50
C00481,Bhamini Khurana,34,Male,Mumbai,Maharashtra,Savings,2023-12-30,285516,31-40
C00482,Samarth Chakrabarti,54,Female,Hyderabad,Telangana,Savings,2022-01-07,490900,51-60
C00483,Diya Kala,28,Male,Mumbai,Maharashtra,Savings,2026-02-13,310260,21-30
C00484,Manjari Dugar,30,Male,Mumbai,Maharashtra,Current,2025-11-04,457996,21-30
C00485,Neelofar Sridhar,49,Male,Mumbai,Maharashtra,Savings,2022-04-18,385871,41-50
C00486,Purab Sarraf,52,Male,Mumbai,Maharashtra,Current,2024-09-02,433987,51-60
C00487,Indranil Sankaran,50,Male,Chennai,Tamil Nadu,Current,2025-12-24,249493,41-50
C00488,Gokul Sahota,24,Female,Mumbai,Maharashtra,Current,2022-09-15,389207,21-30
C00489,Indrajit Sethi,46,Female,Chennai,Tamil Nadu,Savings,2024-04-06,401016,41-50
C00490,Shanaya Iyer,58,Male,Coimbatore,Tamil Nadu,Savings,2022-05-25,232139,51-60
C00491,Renee Bakshi,25,Male,Bangalore,Karnataka,Savings,2022-10-19,499567,21-30
C00492,Azad Rau,23,Female,Hyderabad,Telangana,Current,2024-03-23,104362,21-30
C00493,Indrajit Randhawa,29,Female,Kochi,Kerala,Current,2025-03-14,477315,21-30
C00494,Faiyaz Barman,49,Female,Hyderabad,Telangana,Current,2025-09-13,52074,41-50
C00495,Mannat Dutt,55,Male,Pune,Maharashtra,Current,2021-09-01,72197,51-60
C00496,Parinaaz Warrior,55,Female,Coimbatore,Tamil Nadu,Savings,2023-06-26,391607,51-60
C00497,Dhruv Cheema,21,Male,Coimbatore,Tamil Nadu,Current,2025-04-07,252747,21-30
C00498,Raghav Garg,55,Female,Pune,Maharashtra,Current,2024-01-29,441677,51-60
C00499,Yuvraj  Devan,36,Female,Coimbatore,Tamil Nadu,Current,2021-12-23,91328,31-40
C00500,Jayesh Seshadri,33,Male,Bangalore,Karnataka,Savings,2026-01-05,434399,31-40
C00501,Jayant Thaman,47,Male,Pune,Maharashtra,Savings,2025-06-09,118046,41-50
C00502,Shlok Bala,27,Male,Chennai,Tamil Nadu,Current,2025-08-11,323411,21-30
C00503,Ira Baral,24,Male,Pune,Maharashtra,Savings,2022-05-04,220902,21-30
C00504,Tara Rastogi,35,Male,Hyderabad,Telangana,Savings,2023-06-08,83471,31-40
C00505,Zain Ramakrishnan,39,Male,Mumbai,Maharashtra,Current,2023-02-09,312763,31-40
C00506,Drishya Mann,41,Male,Mumbai,Maharashtra,Current,2022-12-30,469411,41-50
C00507,Eva Basak,54,Male,Coimbatore,Tamil Nadu,Current,2025-01-22,167549,51-60
C00508,Purab Joshi,24,Male,Bangalore,Karnataka,Current,2023-08-06,301425,21-30
C00509,Samiha Chhabra,24,Female,Hyderabad,Telangana,Current,2022-12-25,421987,21-30
C00510,Reyansh Ramaswamy,41,Female,Mumbai,Maharashtra,Current,2024-05-06,88233,41-50
C00511,Dharmajan Rege,45,Male,Bangalore,Karnataka,Current,2022-03-12,136336,41-50
C00512,Trisha Venkatesh,35,Female,Kochi,Kerala,Savings,2021-10-22,432458,31-40
C00513,Amani Badami,24,Female,Hyderabad,Telangana,Current,2023-02-02,302178,21-30
C00514,Aarush Devi,29,Female,Mumbai,Maharashtra,Savings,2025-10-10,143691,21-30
C00515,Madhup Srinivas,42,Male,Coimbatore,Tamil Nadu,Current,2025-01-16,454141,41-50
C00516,Ivan Deshmukh,26,Male,Bangalore,Karnataka,Savings,2022-12-20,150751,21-30
C00517,Stuvan Kulkarni,59,Male,Hyderabad,Telangana,Savings,2025-07-22,108651,51-60
C00518,Nehmat Wason,58,Male,Kochi,Kerala,Current,2023-11-26,119518,51-60
C00519,Faiyaz Dhillon,42,Female,Kochi,Kerala,Savings,2023-08-07,121048,41-50
C00520,Saanvi Bora,28,Female,Coimbatore,Tamil Nadu,Savings,2025-11-14,374708,21-30
C00521,Dishani Mandal,34,Female,Mumbai,Maharashtra,Savings,2022-03-12,299448,31-40
C00522,Yashvi Bhargava,39,Female,Bangalore,Karnataka,Current,2024-11-25,289786,31-40
C00523,Samaira Agate,43,Female,Pune,Maharashtra,Current,2024-06-09,198557,41-50
C00524,Vanya Krishna,52,Female,Mumbai,Maharashtra,Savings,2024-10-08,430907,51-60
C00525,Jhanvi Setty,51,Female,Pune,Maharashtra,Savings,2023-09-09,204356,51-60
C00526,Jayan Grover,47,Male,Bangalore,Karnataka,Savings,2023-10-25,398629,41-50
C00527,Rhea Bansal,22,Female,Coimbatore,Tamil Nadu,Current,2025-02-18,164765,21-30
C00528,Indranil Kaul,33,Female,Coimbatore,Tamil Nadu,Savings,2024-08-14,209145,31-40
C00529,Indrajit Sunder,36,Female,Mumbai,Maharashtra,Current,2025-06-07,144913,31-40
C00530,Himmat Chhabra,52,Female,Kochi,Kerala,Current,2025-01-18,98202,51-60
C00531,Gokul Kant,43,Male,Pune,Maharashtra,Savings,2022-11-05,387651,41-50
C00532,Elakshi Deol,52,Male,Mumbai,Maharashtra,Savings,2021-11-16,284697,51-60
C00533,Samiha Majumdar,25,Male,Chennai,Tamil Nadu,Savings,2026-04-17,226212,21-30
C00534,Oorja Kant,35,Male,Coimbatore,Tamil Nadu,Savings,2025-07-18,14792,31-40
C00535,Advik Tiwari,53,Female,Coimbatore,Tamil Nadu,Current,2021-08-30,41693,51-60
C00536,Hunar Yogi,60,Female,Mumbai,Maharashtra,Current,2023-03-20,18247,51-60
C00537,Farhan Iyengar,55,Female,Chennai,Tamil Nadu,Savings,2022-11-18,18769,51-60
C00538,Madhav Dhaliwal,38,Female,Mumbai,Maharashtra,Savings,2026-03-19,273305,31-40
C00539,Kanav Mallick,48,Male,Kochi,Kerala,Savings,2022-11-18,491321,41-50
C00540,Nishith Wali,54,Male,Chennai,Tamil Nadu,Savings,2021-10-16,110627,51-60
C00541,Khushi Sehgal,54,Female,Mumbai,Maharashtra,Current,2024-09-17,150155,51-60
C00542,Prerak Srinivas,46,Male,Kochi,Kerala,Current,2024-02-22,222875,41-50
C00543,Taran Hans,57,Male,Hyderabad,Telangana,Savings,2025-04-08,167273,51-60
C00544,Kashvi Handa,26,Male,Pune,Maharashtra,Savings,2024-01-28,222482,21-30
C00545,Adira Kannan,45,Female,Hyderabad,Telangana,Savings,2022-12-08,343839,41-50
C00546,Zoya Chada,31,Male,Chennai,Tamil Nadu,Current,2025-07-24,453196,31-40
C00547,Romil Kata,42,Male,Hyderabad,Telangana,Savings,2025-06-30,130463,41-50
C00548,Dhruv Taneja,57,Female,Coimbatore,Tamil Nadu,Current,2021-07-16,34411,51-60
C00549,Anvi Ramesh,38,Male,Chennai,Tamil Nadu,Savings,2025-09-20,496941,31-40
C00550,Priyansh Sahota,41,Male,Kochi,Kerala,Savings,2023-10-25,317775,41-50
C00551,Adah Tata,46,Male,Coimbatore,Tamil Nadu,Current,2025-05-25,95170,41-50
C00552,Siya Char,36,Female,Mumbai,Maharashtra,Current,2022-08-25,211245,31-40
C00553,Ira Savant,29,Male,Kochi,Kerala,Current,2024-04-25,38152,21-30
C00554,Lakshit Saxena,48,Male,Chennai,Tamil Nadu,Savings,2024-10-29,188568,41-50
C00555,Tara Samra,60,Female,Mumbai,Maharashtra,Current,2024-01-19,25532,51-60
C00556,Baiju Saraf,38,Female,Pune,Maharashtra,Current,2022-02-02,129610,31-40
C00557,Alia Dhawan,56,Female,Bangalore,Karnataka,Current,2023-03-12,107380,51-60
C00558,Zaina Konda,58,Female,Pune,Maharashtra,Savings,2022-12-12,414838,51-60
C00559,Aayush Golla,39,Male,Mumbai,Maharashtra,Savings,2023-11-13,53011,31-40
C00560,Diya Jha,30,Female,Bangalore,Karnataka,Savings,2026-02-10,397792,21-30
C00561,Rania Reddy,41,Female,Hyderabad,Telangana,Savings,2025-08-23,57983,41-50
C00562,Ishaan Bains,40,Female,Chennai,Tamil Nadu,Current,2024-02-06,409164,31-40
C00563,Alia Tella,27,Male,Bangalore,Karnataka,Savings,2022-08-22,108247,21-30
C00564,Eva Kota,49,Female,Hyderabad,Telangana,Savings,2025-12-28,23768,41-50
C00565,Sumer Singhal,43,Male,Chennai,Tamil Nadu,Current,2024-02-21,462837,41-50
C00566,Romil Kant,21,Female,Hyderabad,Telangana,Current,2021-05-19,213318,21-30
C00567,Tara Karpe,26,Male,Kochi,Kerala,Savings,2025-01-16,369302,21-30
C00568,Nirvaan Kibe,31,Male,Hyderabad,Telangana,Current,2024-04-14,167879,31-40
C00569,Divyansh Devi,52,Male,Bangalore,Karnataka,Savings,2023-04-16,97664,51-60
C00570,Charvi Ramesh,38,Female,Hyderabad,Telangana,Current,2022-01-15,263876,31-40
C00571,Ranbir Bakshi,25,Female,Kochi,Kerala,Current,2022-01-31,139284,21-30
C00572,Ayesha Bumb,52,Male,Pune,Maharashtra,Current,2023-09-04,66084,51-60
C00573,Prisha Khosla,40,Male,Coimbatore,Tamil Nadu,Current,2024-12-02,184177,31-40
C00574,Ranbir Borah,60,Female,Kochi,Kerala,Current,2025-07-23,240803,51-60
C00575,Yashvi Wable,48,Male,Bangalore,Karnataka,Current,2025-06-16,178120,41-50
C00576,Aaina Bassi,33,Female,Mumbai,Maharashtra,Current,2025-03-21,103133,31-40
C00577,Kavya Choudhry,41,Female,Hyderabad,Telangana,Current,2025-11-21,311926,41-50
C00578,Devansh Chawla,36,Female,Kochi,Kerala,Current,2023-06-29,156958,31-40
